user_id,sequence,sequence_length,support_count,last_time,transition_confidence,sequence_score,next_action_candidate
user_001014,大样本链路_0710_步骤1 -> 大样本链路_0710_步骤2 -> 大样本链路_0710_步骤3 -> 大样本链路_0710_步骤4,4,3,2026-06-19 09:30:00,1.0,1.244657,大样本链路_0710_步骤4
user_001014,大样本链路_0110_步骤1 -> 大样本链路_0110_步骤2 -> 大样本链路_0110_步骤3 -> 大样本链路_0110_步骤4,4,2,2026-06-25 09:30:00,1.0,1.204751,大样本链路_0110_步骤4
user_001016,大样本链路_1060_步骤1 -> 大样本链路_1060_步骤2,2,4,2026-06-21 08:30:00,1.0,1.186519,大样本链路_1060_步骤2
user_001016,大样本链路_0460_步骤1 -> 大样本链路_0460_步骤2,2,4,2026-06-16 08:30:00,1.0,1.004367,大样本链路_0460_步骤2
user_001018,大样本链路_0354_步骤1 -> 大样本链路_0354_步骤2 -> 大样本链路_0354_步骤3 -> 大样本链路_0354_步骤4,4,3,2026-06-23 09:30:00,1.0,1.422183,大样本链路_0354_步骤4
user_001018,大样本链路_0954_步骤1 -> 大样本链路_0954_步骤2 -> 大样本链路_0954_步骤3 -> 大样本链路_0954_步骤4,4,3,2026-06-17 09:30:00,1.0,1.164385,大样本链路_0954_步骤4
user_001020,大样本链路_0893_步骤1 -> 大样本链路_0893_步骤2 -> 大样本链路_0893_步骤3,3,3,2026-06-23 08:58:00,1.0,1.311812,大样本链路_0893_步骤3
user_001020,大样本链路_0293_步骤1 -> 大样本链路_0293_步骤2 -> 大样本链路_0293_步骤3,3,3,2026-06-18 08:58:00,1.0,1.110425,大样本链路_0293_步骤3
user_001022,大样本链路_0310_步骤1 -> 大样本链路_0310_步骤2 -> 大样本链路_0310_步骤3 -> 大样本链路_0310_步骤4,4,3,2026-06-23 09:30:00,1.0,1.422183,大样本链路_0310_步骤4
user_001022,大样本链路_0910_步骤1 -> 大样本链路_0910_步骤2 -> 大样本链路_0910_步骤3 -> 大样本链路_0910_步骤4,4,3,2026-06-17 09:30:00,1.0,1.164385,大样本链路_0910_步骤4
user_001031,大样本链路_0818_步骤1 -> 大样本链路_0818_步骤2 -> 大样本链路_0818_步骤3 -> 大样本链路_0818_步骤4,4,3,2026-06-21 09:30:00,1.0,1.330462,大样本链路_0818_步骤4
user_001031,大样本链路_0218_步骤1 -> 大样本链路_0218_步骤2 -> 大样本链路_0218_步骤3 -> 大样本链路_0218_步骤4,4,3,2026-06-16 09:30:00,1.0,1.126212,大样本链路_0218_步骤4
user_001034,大样本链路_0715_步骤1 -> 大样本链路_0715_步骤2 -> 大样本链路_0715_步骤3 -> 大样本链路_0715_步骤4 -> 大样本链路_0715_步骤5,5,3,2026-06-25 09:56:00,1.0,1.521142,大样本链路_0715_步骤5
user_001034,大样本链路_0115_步骤1 -> 大样本链路_0115_步骤2 -> 大样本链路_0115_步骤3 -> 大样本链路_0115_步骤4 -> 大样本链路_0115_步骤5,5,3,2026-06-20 09:56:00,1.0,1.287619,大样本链路_0115_步骤5
user_001035,大样本链路_0166_步骤1 -> 大样本链路_0166_步骤2 -> 大样本链路_0166_步骤3 -> 大样本链路_0166_步骤4,4,3,2026-06-24 09:30:00,1.0,1.470388,大样本链路_0166_步骤4
user_001035,大样本链路_0766_步骤1 -> 大样本链路_0766_步骤2 -> 大样本链路_0766_步骤3 -> 大样本链路_0766_步骤4,4,3,2026-06-18 09:30:00,1.0,1.203852,大样本链路_0766_步骤4
user_001037,大样本链路_0671_步骤1 -> 大样本链路_0671_步骤2 -> 大样本链路_0671_步骤3 -> 大样本链路_0671_步骤4 -> 大样本链路_0671_步骤5,5,3,2026-06-25 09:56:00,1.0,1.521142,大样本链路_0671_步骤5
user_001037,大样本链路_0071_步骤1 -> 大样本链路_0071_步骤2 -> 大样本链路_0071_步骤3 -> 大样本链路_0071_步骤4 -> 大样本链路_0071_步骤5,5,3,2026-06-20 09:56:00,1.0,1.287619,大样本链路_0071_步骤5
user_001038,跨行转入 -> 查账户明细,2,3,2026-06-20 14:23:00,1.0,0.996617,查账户明细
user_001039,大样本链路_0950_步骤1 -> 大样本链路_0950_步骤2 -> 大样本链路_0950_步骤3 -> 大样本链路_0950_步骤4,4,3,2026-06-21 09:30:00,1.0,1.330462,大样本链路_0950_步骤4
user_001039,大样本链路_0350_步骤1 -> 大样本链路_0350_步骤2 -> 大样本链路_0350_步骤3 -> 大样本链路_0350_步骤4,4,3,2026-06-16 09:30:00,1.0,1.126212,大样本链路_0350_步骤4
user_001043,查账户明细 -> 快捷支付,2,3,2026-06-01 15:32:00,0.75,0.397402,快捷支付
user_001048,大样本链路_0674_步骤1 -> 大样本链路_0674_步骤2 -> 大样本链路_0674_步骤3 -> 大样本链路_0674_步骤4,4,3,2026-06-22 09:30:00,1.0,1.375558,大样本链路_0674_步骤4
user_001048,大样本链路_0074_步骤1 -> 大样本链路_0074_步骤2 -> 大样本链路_0074_步骤3 -> 大样本链路_0074_步骤4,4,3,2026-06-17 09:30:00,1.0,1.164385,大样本链路_0074_步骤4
user_001048,风险评估 -> 查账户明细,2,3,2026-06-06 06:53:00,1.0,0.618491,查账户明细
user_001050,大样本链路_0584_步骤1 -> 大样本链路_0584_步骤2,2,4,2026-06-24 08:30:00,1.0,1.311306,大样本链路_0584_步骤2
user_001050,大样本链路_1184_步骤1 -> 大样本链路_1184_步骤2,2,4,2026-06-18 08:30:00,1.0,1.073607,大样本链路_1184_步骤2
user_001052,大样本链路_0396_步骤1 -> 大样本链路_0396_步骤2,2,4,2026-06-25 08:30:00,1.0,1.355753,大样本链路_0396_步骤2
user_001052,大样本链路_0996_步骤1 -> 大样本链路_0996_步骤2,2,4,2026-06-19 08:30:00,1.0,1.109997,大样本链路_0996_步骤2
user_001054,公共流程起点 -> 公共流程终点,2,3,2026-06-22 10:04:00,0.75,0.794216,公共流程终点
user_001055,大样本链路_1105_步骤1 -> 大样本链路_1105_步骤2 -> 大样本链路_1105_步骤3,3,3,2026-06-20 08:58:00,1.0,1.186977,大样本链路_1105_步骤3
user_001055,大样本链路_0505_步骤1 -> 大样本链路_0505_步骤2 -> 大样本链路_0505_步骤3,3,3,2026-06-15 08:58:00,1.0,1.004754,大样本链路_0505_步骤3
user_001057,大样本链路_0081_步骤1 -> 大样本链路_0081_步骤2 -> 大样本链路_0081_步骤3,3,3,2026-06-21 08:58:00,1.0,1.227209,大样本链路_0081_步骤3
user_001057,大样本链路_0681_步骤1 -> 大样本链路_0681_步骤2 -> 大样本链路_0681_步骤3,3,3,2026-06-15 08:58:00,1.0,1.004754,大样本链路_0681_步骤3
user_001061,大样本链路_0679_步骤1 -> 大样本链路_0679_步骤2 -> 大样本链路_0679_步骤3 -> 大样本链路_0679_步骤4 -> 大样本链路_0679_步骤5,5,3,2026-06-17 09:56:00,1.0,1.165086,大样本链路_0679_步骤5
user_001061,大样本链路_0079_步骤1 -> 大样本链路_0079_步骤2 -> 大样本链路_0079_步骤3 -> 大样本链路_0079_步骤4 -> 大样本链路_0079_步骤5,5,2,2026-06-23 09:56:00,1.0,1.127732,大样本链路_0079_步骤5
user_001062,大样本链路_0189_步骤1 -> 大样本链路_0189_步骤2 -> 大样本链路_0189_步骤3,3,3,2026-06-23 08:58:00,1.0,1.311812,大样本链路_0189_步骤3
user_001062,大样本链路_0789_步骤1 -> 大样本链路_0789_步骤2 -> 大样本链路_0789_步骤3,3,3,2026-06-17 08:58:00,1.0,1.074021,大样本链路_0789_步骤3
user_001064,大样本链路_0498_步骤1 -> 大样本链路_0498_步骤2 -> 大样本链路_0498_步骤3 -> 大样本链路_0498_步骤4,4,3,2026-06-22 09:30:00,1.0,1.375558,大样本链路_0498_步骤4
user_001064,大样本链路_1098_步骤1 -> 大样本链路_1098_步骤2 -> 大样本链路_1098_步骤3 -> 大样本链路_1098_步骤4,4,3,2026-06-16 09:30:00,1.0,1.126212,大样本链路_1098_步骤4
user_001065,大样本链路_1090_步骤1 -> 大样本链路_1090_步骤2 -> 大样本链路_1090_步骤3 -> 大样本链路_1090_步骤4,4,3,2026-06-24 09:30:00,1.0,1.470388,大样本链路_1090_步骤4
user_001065,大样本链路_0490_步骤1 -> 大样本链路_0490_步骤2 -> 大样本链路_0490_步骤3 -> 大样本链路_0490_步骤4,4,3,2026-06-19 09:30:00,1.0,1.244657,大样本链路_0490_步骤4
user_001066,查银行卡 -> 预约网点取号 -> 结构性存款,3,2,2026-06-22 19:16:00,1.0,1.019993,结构性存款
user_001073,大样本链路_0334_步骤1 -> 大样本链路_0334_步骤2 -> 大样本链路_0334_步骤3 -> 大样本链路_0334_步骤4,4,3,2026-06-21 09:30:00,1.0,1.330462,大样本链路_0334_步骤4
user_001073,大样本链路_0934_步骤1 -> 大样本链路_0934_步骤2 -> 大样本链路_0934_步骤3 -> 大样本链路_0934_步骤4,4,3,2026-06-15 09:30:00,1.0,1.08929,大样本链路_0934_步骤4
user_001074,短信验证 -> 快捷支付,2,3,2026-06-23 19:45:00,1.0,1.109672,快捷支付
user_001075,大样本链路_1059_步骤1 -> 大样本链路_1059_步骤2 -> 大样本链路_1059_步骤3 -> 大样本链路_1059_步骤4 -> 大样本链路_1059_步骤5,5,3,2026-06-22 09:56:00,1.0,1.376386,大样本链路_1059_步骤5
user_001075,大样本链路_0459_步骤1 -> 大样本链路_0459_步骤2 -> 大样本链路_0459_步骤3 -> 大样本链路_0459_步骤4 -> 大样本链路_0459_步骤5,5,3,2026-06-17 09:56:00,1.0,1.165086,大样本链路_0459_步骤5
user_001079,大样本链路_0046_步骤1 -> 大样本链路_0046_步骤2 -> 大样本链路_0046_步骤3 -> 大样本链路_0046_步骤4,4,3,2026-06-23 09:30:00,1.0,1.422183,大样本链路_0046_步骤4
user_001079,大样本链路_0646_步骤1 -> 大样本链路_0646_步骤2 -> 大样本链路_0646_步骤3 -> 大样本链路_0646_步骤4,4,3,2026-06-17 09:30:00,1.0,1.164385,大样本链路_0646_步骤4
user_001081,大样本链路_0983_步骤1 -> 大样本链路_0983_步骤2 -> 大样本链路_0983_步骤3 -> 大样本链路_0983_步骤4 -> 大样本链路_0983_步骤5,5,3,2026-06-21 09:56:00,1.0,1.331263,大样本链路_0983_步骤5
user_001081,大样本链路_0383_步骤1 -> 大样本链路_0383_步骤2 -> 大样本链路_0383_步骤3 -> 大样本链路_0383_步骤4 -> 大样本链路_0383_步骤5,5,3,2026-06-16 09:56:00,1.0,1.12689,大样本链路_0383_步骤5
user_001083,大样本链路_0112_步骤1 -> 大样本链路_0112_步骤2,2,4,2026-06-23 08:30:00,1.0,1.268317,大样本链路_0112_步骤2
user_001083,大样本链路_0712_步骤1 -> 大样本链路_0712_步骤2,2,4,2026-06-17 08:30:00,1.0,1.03841,大样本链路_0712_步骤2
user_001085,大样本链路_0913_步骤1 -> 大样本链路_0913_步骤2 -> 大样本链路_0913_步骤3,3,3,2026-06-25 08:58:00,1.0,1.402247,大样本链路_0913_步骤3
user_001085,大样本链路_0313_步骤1 -> 大样本链路_0313_步骤2 -> 大样本链路_0313_步骤3,3,3,2026-06-20 08:58:00,1.0,1.186977,大样本链路_0313_步骤3
user_001089,大样本链路_1047_步骤1 -> 大样本链路_1047_步骤2 -> 大样本链路_1047_步骤3 -> 大样本链路_1047_步骤4 -> 大样本链路_1047_步骤5,5,3,2026-06-23 09:56:00,1.0,1.423039,大样本链路_1047_步骤5
user_001089,大样本链路_0447_步骤1 -> 大样本链路_0447_步骤2 -> 大样本链路_0447_步骤3 -> 大样本链路_0447_步骤4 -> 大样本链路_0447_步骤5,5,3,2026-06-18 09:56:00,1.0,1.204577,大样本链路_0447_步骤5
user_001090,大样本链路_0838_步骤1 -> 大样本链路_0838_步骤2 -> 大样本链路_0838_步骤3 -> 大样本链路_0838_步骤4,4,3,2026-06-23 09:30:00,1.0,1.422183,大样本链路_0838_步骤4
user_001090,大样本链路_0238_步骤1 -> 大样本链路_0238_步骤2 -> 大样本链路_0238_步骤3 -> 大样本链路_0238_步骤4,4,3,2026-06-18 09:30:00,1.0,1.203852,大样本链路_0238_步骤4
user_001091,风险评估 -> 查账户明细 -> 查银行卡,3,2,2026-01-10 06:36:00,1.0,0.004378,查银行卡
user_001093,大样本链路_1089_步骤1 -> 大样本链路_1089_步骤2 -> 大样本链路_1089_步骤3,3,3,2026-06-25 08:58:00,1.0,1.402247,大样本链路_1089_步骤3
user_001093,大样本链路_0489_步骤1 -> 大样本链路_0489_步骤2 -> 大样本链路_0489_步骤3,3,3,2026-06-20 08:58:00,1.0,1.186977,大样本链路_0489_步骤3
user_001094,大样本链路_0650_步骤1 -> 大样本链路_0650_步骤2 -> 大样本链路_0650_步骤3 -> 大样本链路_0650_步骤4,4,3,2026-06-24 09:30:00,1.0,1.470388,大样本链路_0650_步骤4
user_001094,大样本链路_0050_步骤1 -> 大样本链路_0050_步骤2 -> 大样本链路_0050_步骤3 -> 大样本链路_0050_步骤4,4,3,2026-06-19 09:30:00,1.0,1.244657,大样本链路_0050_步骤4
user_001095,大样本链路_0852_步骤1 -> 大样本链路_0852_步骤2,2,4,2026-06-20 08:30:00,1.0,1.14762,大样本链路_0852_步骤2
user_001095,大样本链路_0252_步骤1 -> 大样本链路_0252_步骤2,2,4,2026-06-15 08:30:00,1.0,0.97144,大样本链路_0252_步骤2
user_001097,大样本链路_0099_步骤1 -> 大样本链路_0099_步骤2 -> 大样本链路_0099_步骤3 -> 大样本链路_0099_步骤4 -> 大样本链路_0099_步骤5,5,3,2026-06-25 09:56:00,1.0,1.521142,大样本链路_0099_步骤5
user_001097,大样本链路_0699_步骤1 -> 大样本链路_0699_步骤2 -> 大样本链路_0699_步骤3 -> 大样本链路_0699_步骤4 -> 大样本链路_0699_步骤5,5,2,2026-06-19 09:56:00,1.0,0.986961,大样本链路_0699_步骤5
user_001103,大样本链路_0921_步骤1 -> 大样本链路_0921_步骤2 -> 大样本链路_0921_步骤3,3,3,2026-06-17 08:58:00,1.0,1.074021,大样本链路_0921_步骤3
user_001103,大样本链路_0321_步骤1 -> 大样本链路_0321_步骤2 -> 大样本链路_0321_步骤3,3,2,2026-06-23 08:58:00,0.666667,0.693058,大样本链路_0321_步骤3
user_001104,大样本链路_0529_步骤1 -> 大样本链路_0529_步骤2 -> 大样本链路_0529_步骤3,3,3,2026-06-24 08:58:00,1.0,1.356276,大样本链路_0529_步骤3
user_001104,大样本链路_1129_步骤1 -> 大样本链路_1129_步骤2 -> 大样本链路_1129_步骤3,3,3,2026-06-18 08:58:00,1.0,1.110425,大样本链路_1129_步骤3
user_001105,大样本链路_0629_步骤1 -> 大样本链路_0629_步骤2 -> 大样本链路_0629_步骤3,3,3,2026-06-23 08:58:00,1.0,1.311812,大样本链路_0629_步骤3
user_001105,大样本链路_0029_步骤1 -> 大样本链路_0029_步骤2 -> 大样本链路_0029_步骤3,3,3,2026-06-18 08:58:00,1.0,1.110425,大样本链路_0029_步骤3
user_001109,大样本链路_0916_步骤1 -> 大样本链路_0916_步骤2,2,4,2026-06-22 08:30:00,1.0,1.226736,大样本链路_0916_步骤2
user_001109,大样本链路_0316_步骤1 -> 大样本链路_0316_步骤2,2,4,2026-06-17 08:30:00,1.0,1.03841,大样本链路_0316_步骤2
user_001111,大样本链路_0157_步骤1 -> 大样本链路_0157_步骤2 -> 大样本链路_0157_步骤3,3,3,2026-06-22 08:58:00,1.0,1.268806,大样本链路_0157_步骤3
user_001111,大样本链路_0757_步骤1 -> 大样本链路_0757_步骤2 -> 大样本链路_0757_步骤3,3,3,2026-06-16 08:58:00,1.0,1.03881,大样本链路_0757_步骤3
user_001121,大样本链路_0069_步骤1 -> 大样本链路_0069_步骤2 -> 大样本链路_0069_步骤3,3,3,2026-06-22 08:58:00,1.0,1.268806,大样本链路_0069_步骤3
user_001121,大样本链路_0669_步骤1 -> 大样本链路_0669_步骤2 -> 大样本链路_0669_步骤3,3,3,2026-06-16 08:58:00,1.0,1.03881,大样本链路_0669_步骤3
user_001123,大样本链路_0125_步骤1 -> 大样本链路_0125_步骤2 -> 大样本链路_0125_步骤3,3,3,2026-06-21 08:58:00,1.0,1.227209,大样本链路_0125_步骤3
user_001123,大样本链路_0725_步骤1 -> 大样本链路_0725_步骤2 -> 大样本链路_0725_步骤3,3,3,2026-06-15 08:58:00,1.0,1.004754,大样本链路_0725_步骤3
user_001125,大样本链路_0896_步骤1 -> 大样本链路_0896_步骤2,2,4,2026-06-20 08:30:00,1.0,1.14762,大样本链路_0896_步骤2
user_001125,大样本链路_0296_步骤1 -> 大样本链路_0296_步骤2,2,4,2026-06-15 08:30:00,1.0,0.97144,大样本链路_0296_步骤2
user_001127,大样本链路_0554_步骤1 -> 大样本链路_0554_步骤2 -> 大样本链路_0554_步骤3 -> 大样本链路_0554_步骤4,4,3,2026-06-21 09:30:00,1.0,1.330462,大样本链路_0554_步骤4
user_001127,大样本链路_1154_步骤1 -> 大样本链路_1154_步骤2 -> 大样本链路_1154_步骤3 -> 大样本链路_1154_步骤4,4,3,2026-06-15 09:30:00,1.0,1.08929,大样本链路_1154_步骤4
user_001133,大样本链路_0524_步骤1 -> 大样本链路_0524_步骤2,2,4,2026-06-18 08:30:00,1.0,1.073607,大样本链路_0524_步骤2
user_001133,大样本链路_1124_步骤1 -> 大样本链路_1124_步骤2,2,3,2026-06-09 08:30:00,0.75,0.513806,大样本链路_1124_步骤2
user_001134,大样本链路_0939_步骤1 -> 大样本链路_0939_步骤2 -> 大样本链路_0939_步骤3 -> 大样本链路_0939_步骤4 -> 大样本链路_0939_步骤5,5,3,2026-06-21 09:56:00,1.0,1.331263,大样本链路_0939_步骤5
user_001134,大样本链路_0339_步骤1 -> 大样本链路_0339_步骤2 -> 大样本链路_0339_步骤3 -> 大样本链路_0339_步骤4 -> 大样本链路_0339_步骤5,5,3,2026-06-16 09:56:00,1.0,1.12689,大样本链路_0339_步骤5
user_001137,大样本链路_1182_步骤1 -> 大样本链路_1182_步骤2 -> 大样本链路_1182_步骤3 -> 大样本链路_1182_步骤4,4,3,2026-06-20 09:30:00,1.0,1.286844,大样本链路_1182_步骤4
user_001137,大样本链路_0582_步骤1 -> 大样本链路_0582_步骤2 -> 大样本链路_0582_步骤3 -> 大样本链路_0582_步骤4,4,3,2026-06-15 09:30:00,1.0,1.08929,大样本链路_0582_步骤4
user_001139,大样本链路_0652_步骤1 -> 大样本链路_0652_步骤2,2,4,2026-06-22 08:30:00,1.0,1.226736,大样本链路_0652_步骤2
user_001139,大样本链路_0052_步骤1 -> 大样本链路_0052_步骤2,2,4,2026-06-17 08:30:00,1.0,1.03841,大样本链路_0052_步骤2
user_001141,大样本链路_0257_步骤1 -> 大样本链路_0257_步骤2 -> 大样本链路_0257_步骤3,3,3,2026-06-21 08:58:00,1.0,1.227209,大样本链路_0257_步骤3
user_001141,大样本链路_0857_步骤1 -> 大样本链路_0857_步骤2 -> 大样本链路_0857_步骤3,3,3,2026-06-15 08:58:00,1.0,1.004754,大样本链路_0857_步骤3
user_001142,大样本链路_0808_步骤1 -> 大样本链路_0808_步骤2,2,4,2026-06-20 08:30:00,1.0,1.14762,大样本链路_0808_步骤2
user_001142,大样本链路_0208_步骤1 -> 大样本链路_0208_步骤2,2,4,2026-06-15 08:30:00,1.0,0.97144,大样本链路_0208_步骤2
user_001144,大样本链路_0454_步骤1 -> 大样本链路_0454_步骤2 -> 大样本链路_0454_步骤3 -> 大样本链路_0454_步骤4,4,3,2026-06-22 09:30:00,1.0,1.375558,大样本链路_0454_步骤4
user_001144,大样本链路_1054_步骤1 -> 大样本链路_1054_步骤2 -> 大样本链路_1054_步骤3 -> 大样本链路_1054_步骤4,4,3,2026-06-16 09:30:00,1.0,1.126212,大样本链路_1054_步骤4
user_001145,大样本链路_0333_步骤1 -> 大样本链路_0333_步骤2 -> 大样本链路_0333_步骤3,3,3,2026-06-22 08:58:00,1.0,1.268806,大样本链路_0333_步骤3
user_001145,大样本链路_0933_步骤1 -> 大样本链路_0933_步骤2 -> 大样本链路_0933_步骤3,3,3,2026-06-16 08:58:00,1.0,1.03881,大样本链路_0933_步骤3
user_001146,大样本链路_0597_步骤1 -> 大样本链路_0597_步骤2 -> 大样本链路_0597_步骤3,3,3,2026-06-22 08:58:00,1.0,1.268806,大样本链路_0597_步骤3
user_001146,大样本链路_1197_步骤1 -> 大样本链路_1197_步骤2 -> 大样本链路_1197_步骤3,3,3,2026-06-16 08:58:00,1.0,1.03881,大样本链路_1197_步骤3
user_001148,大样本链路_0123_步骤1 -> 大样本链路_0123_步骤2 -> 大样本链路_0123_步骤3 -> 大样本链路_0123_步骤4 -> 大样本链路_0123_步骤5,5,3,2026-06-23 09:56:00,1.0,1.423039,大样本链路_0123_步骤5
user_001148,大样本链路_0723_步骤1 -> 大样本链路_0723_步骤2 -> 大样本链路_0723_步骤3 -> 大样本链路_0723_步骤4 -> 大样本链路_0723_步骤5,5,3,2026-06-17 09:56:00,1.0,1.165086,大样本链路_0723_步骤5
user_001152,买黄金 -> 银行卡管理 -> 收款码,3,2,2026-03-15 18:34:00,1.0,0.037584,收款码
user_001156,大样本链路_0937_步骤1 -> 大样本链路_0937_步骤2 -> 大样本链路_0937_步骤3,3,3,2026-06-23 08:58:00,1.0,1.311812,大样本链路_0937_步骤3
user_001156,大样本链路_0337_步骤1 -> 大样本链路_0337_步骤2 -> 大样本链路_0337_步骤3,3,3,2026-06-18 08:58:00,1.0,1.110425,大样本链路_0337_步骤3
user_001158,大样本链路_0521_步骤1 -> 大样本链路_0521_步骤2 -> 大样本链路_0521_步骤3,3,3,2026-06-21 08:58:00,1.0,1.227209,大样本链路_0521_步骤3
user_001158,大样本链路_1121_步骤1 -> 大样本链路_1121_步骤2 -> 大样本链路_1121_步骤3,3,3,2026-06-15 08:58:00,1.0,1.004754,大样本链路_1121_步骤3
user_001162,大样本链路_1136_步骤1 -> 大样本链路_1136_步骤2,2,4,2026-06-22 08:30:00,1.0,1.226736,大样本链路_1136_步骤2
user_001162,大样本链路_0536_步骤1 -> 大样本链路_0536_步骤2,2,4,2026-06-17 08:30:00,1.0,1.03841,大样本链路_0536_步骤2
user_001163,大样本链路_0660_步骤1 -> 大样本链路_0660_步骤2,2,4,2026-06-25 08:30:00,1.0,1.355753,大样本链路_0660_步骤2
user_001163,大样本链路_0060_步骤1 -> 大样本链路_0060_步骤2,2,4,2026-06-20 08:30:00,1.0,1.14762,大样本链路_0060_步骤2
user_001164,大样本链路_0433_步骤1 -> 大样本链路_0433_步骤2 -> 大样本链路_0433_步骤3,3,3,2026-06-21 08:58:00,1.0,1.227209,大样本链路_0433_步骤3
user_001164,大样本链路_1033_步骤1 -> 大样本链路_1033_步骤2 -> 大样本链路_1033_步骤3,3,3,2026-06-15 08:58:00,1.0,1.004754,大样本链路_1033_步骤3
user_001165,大样本链路_0971_步骤1 -> 大样本链路_0971_步骤2 -> 大样本链路_0971_步骤3 -> 大样本链路_0971_步骤4 -> 大样本链路_0971_步骤5,5,3,2026-06-22 09:56:00,1.0,1.376386,大样本链路_0971_步骤5
user_001165,大样本链路_0371_步骤1 -> 大样本链路_0371_步骤2 -> 大样本链路_0371_步骤3 -> 大样本链路_0371_步骤4 -> 大样本链路_0371_步骤5,5,3,2026-06-17 09:56:00,1.0,1.165086,大样本链路_0371_步骤5
user_001166,大样本链路_0279_步骤1 -> 大样本链路_0279_步骤2 -> 大样本链路_0279_步骤3 -> 大样本链路_0279_步骤4 -> 大样本链路_0279_步骤5,5,3,2026-06-21 09:56:00,1.0,1.331263,大样本链路_0279_步骤5
user_001166,大样本链路_0879_步骤1 -> 大样本链路_0879_步骤2 -> 大样本链路_0879_步骤3 -> 大样本链路_0879_步骤4 -> 大样本链路_0879_步骤5,5,3,2026-06-15 09:56:00,1.0,1.089946,大样本链路_0879_步骤5
user_001168,大样本链路_0253_步骤1 -> 大样本链路_0253_步骤2 -> 大样本链路_0253_步骤3,3,3,2026-06-25 08:58:00,1.0,1.402247,大样本链路_0253_步骤3
user_001168,大样本链路_0853_步骤1 -> 大样本链路_0853_步骤2 -> 大样本链路_0853_步骤3,3,3,2026-06-19 08:58:00,1.0,1.148063,大样本链路_0853_步骤3
user_001170,大样本链路_0618_步骤1 -> 大样本链路_0618_步骤2 -> 大样本链路_0618_步骤3 -> 大样本链路_0618_步骤4,4,3,2026-06-23 09:30:00,1.0,1.422183,大样本链路_0618_步骤4
user_001170,大样本链路_0018_步骤1 -> 大样本链路_0018_步骤2 -> 大样本链路_0018_步骤3 -> 大样本链路_0018_步骤4,4,3,2026-06-18 09:30:00,1.0,1.203852,大样本链路_0018_步骤4
user_001174,大样本链路_0673_步骤1 -> 大样本链路_0673_步骤2 -> 大样本链路_0673_步骤3,3,3,2026-06-23 08:58:00,1.0,1.311812,大样本链路_0673_步骤3
user_001174,大样本链路_0073_步骤1 -> 大样本链路_0073_步骤2 -> 大样本链路_0073_步骤3,3,3,2026-06-18 08:58:00,1.0,1.110425,大样本链路_0073_步骤3
user_001179,大样本链路_0444_步骤1 -> 大样本链路_0444_步骤2,2,4,2026-06-21 08:30:00,1.0,1.186519,大样本链路_0444_步骤2
user_001179,大样本链路_1044_步骤1 -> 大样本链路_1044_步骤2,2,4,2026-06-15 08:30:00,1.0,0.97144,大样本链路_1044_步骤2
user_001181,大样本链路_1181_步骤1 -> 大样本链路_1181_步骤2 -> 大样本链路_1181_步骤3,3,3,2026-06-21 08:58:00,1.0,1.227209,大样本链路_1181_步骤3
user_001181,大样本链路_0581_步骤1 -> 大样本链路_0581_步骤2 -> 大样本链路_0581_步骤3,3,3,2026-06-16 08:58:00,1.0,1.03881,大样本链路_0581_步骤3
user_001181,查银行卡 -> 预约网点取号 -> 风险评估,3,2,2026-01-25 15:15:00,1.0,0.007306,风险评估
user_001182,大样本链路_0970_步骤1 -> 大样本链路_0970_步骤2 -> 大样本链路_0970_步骤3 -> 大样本链路_0970_步骤4,4,3,2026-06-23 09:30:00,1.0,1.422183,大样本链路_0970_步骤4
user_001182,大样本链路_0370_步骤1 -> 大样本链路_0370_步骤2 -> 大样本链路_0370_步骤3 -> 大样本链路_0370_步骤4,4,3,2026-06-18 09:30:00,1.0,1.203852,大样本链路_0370_步骤4
user_001186,大样本链路_1093_步骤1 -> 大样本链路_1093_步骤2 -> 大样本链路_1093_步骤3,3,3,2026-06-21 08:58:00,1.0,1.227209,大样本链路_1093_步骤3
user_001186,大样本链路_0493_步骤1 -> 大样本链路_0493_步骤2 -> 大样本链路_0493_步骤3,3,3,2026-06-16 08:58:00,1.0,1.03881,大样本链路_0493_步骤3
user_001195,大样本链路_0819_步骤1 -> 大样本链路_0819_步骤2 -> 大样本链路_0819_步骤3 -> 大样本链路_0819_步骤4 -> 大样本链路_0819_步骤5,5,3,2026-06-20 09:56:00,1.0,1.287619,大样本链路_0819_步骤5
user_001195,大样本链路_0219_步骤1 -> 大样本链路_0219_步骤2 -> 大样本链路_0219_步骤3 -> 大样本链路_0219_步骤4 -> 大样本链路_0219_步骤5,5,3,2026-06-15 09:56:00,1.0,1.089946,大样本链路_0219_步骤5
user_001199,大样本链路_0731_步骤1 -> 大样本链路_0731_步骤2 -> 大样本链路_0731_步骤3 -> 大样本链路_0731_步骤4 -> 大样本链路_0731_步骤5,5,3,2026-06-20 09:56:00,1.0,1.287619,大样本链路_0731_步骤5
user_001199,大样本链路_0131_步骤1 -> 大样本链路_0131_步骤2 -> 大样本链路_0131_步骤3 -> 大样本链路_0131_步骤4 -> 大样本链路_0131_步骤5,5,3,2026-06-15 09:56:00,1.0,1.089946,大样本链路_0131_步骤5
