user_id,action_name,period_type,period_value,next_expected_time,confidence,evidence,preferred_time_window
user_000620,添加银行卡,monthly,day≈9,2026-07-09 01:00:00,0.870565,最近 186 天内 75% 的行为集中在每月 9 日前后,noon
user_000623,大样本周期_weekly_0377,weekly,weekday=6,2026-07-05 06:00:00,1.0,最近 56 天内 100% 的行为发生在星期 7,morning
user_000624,银行卡管理,monthly,day≈19,2026-07-19 13:00:00,0.891532,最近 186 天内 75% 的行为集中在每月 19 日前后,noon
user_000625,大样本周期_interval_0723,interval,every 9 days,2026-06-30 18:00:00,0.965,最近 6 个活跃日相邻行为间隔约 9 天，CV=0.00,evening
user_000626,大样本周期_daily_0792,daily,every 1 day,2026-07-01 05:00:00,0.9825,最近 7 天内 7 个活跃日平均间隔 1.0 天,night
user_000627,大样本周期_interval_0591,interval,every 17 days,2026-06-30 18:00:00,0.940818,最近 6 个活跃日相邻行为间隔约 17 天，CV=0.04,evening
user_000628,大样本周期_daily_0544,daily,every 1 day,2026-07-01 05:00:00,0.9825,最近 7 天内 7 个活跃日平均间隔 1.0 天,night
user_000628,银行卡管理,monthly,day≈22,2026-07-22 02:00:00,0.702542,最近 186 天内 100% 的行为集中在每月 22 日前后,evening
user_000630,大样本周期_weekly_0289,weekly,weekday=2,2026-07-01 06:00:00,1.0,最近 56 天内 100% 的行为发生在星期 3,morning
user_000630,快捷支付,monthly,day≈14,2026-07-14 13:00:00,0.807955,最近 186 天内 100% 的行为集中在每月 14 日前后,evening
user_000631,大样本周期_interval_0263,interval,every 11 days,2026-07-09 18:00:00,0.940926,最近 6 个活跃日相邻行为间隔约 11 天，CV=0.04,evening
user_000632,添加银行卡,monthly,day≈13,2026-07-13 08:00:00,0.853226,最近 186 天内 100% 的行为集中在每月 13 日前后,evening
user_000633,收款码,monthly,day≈10,2026-07-10 00:00:00,0.880533,最近 186 天内 75% 的行为集中在每月 10 日前后,morning
user_000634,大样本周期_weekly_0481,weekly,weekday=5,2026-07-04 06:00:00,1.0,最近 56 天内 100% 的行为发生在星期 6,morning
user_000634,跨行转入,monthly,day≈15,2026-07-15 01:00:00,0.775658,最近 186 天内 75% 的行为集中在每月 15 日前后,afternoon
user_000637,大样本周期_daily_0952,daily,every 1 day,2026-07-01 05:00:00,0.9825,最近 7 天内 7 个活跃日平均间隔 1.0 天,night
user_000639,查看黄金行情,monthly,day≈13,2026-07-13 12:00:00,0.876797,最近 186 天内 100% 的行为集中在每月 13 日前后,noon
user_000640,大样本周期_monthly_0562,monthly,day≈1,2026-07-01 12:00:00,0.9749,最近 186 天内 100% 的行为集中在每月 1 日前后,noon
user_000641,大样本周期_interval_0227,interval,every 9 days,2026-07-07 18:00:00,0.965,最近 6 个活跃日相邻行为间隔约 9 天，CV=0.00,evening
user_000642,大样本周期_weekly_0713,weekly,weekday=6,2026-07-05 06:00:00,1.0,最近 56 天内 100% 的行为发生在星期 7,morning
user_000642,查交易结果,interval,every 52 days,2026-08-18 00:00:00,0.943617,最近 4 个活跃日相邻行为间隔约 52 天，CV=0.03,night
user_000645,大样本周期_interval_0799,interval,every 17 days,2026-07-16 18:00:00,0.949524,最近 6 个活跃日相邻行为间隔约 17 天，CV=0.02,evening
user_000647,大样本周期_monthly_0650,monthly,day≈28,2026-07-28 12:00:00,0.97631,最近 186 天内 100% 的行为集中在每月 28 日前后,noon
user_000648,大样本周期_weekly_0305,weekly,weekday=4,2026-07-03 06:00:00,1.0,最近 56 天内 100% 的行为发生在星期 5,morning
user_000650,大样本周期_interval_0091,interval,every 13 days,2026-07-12 18:00:00,0.965,最近 6 个活跃日相邻行为间隔约 13 天，CV=0.00,evening
user_000654,大样本周期_interval_0431,interval,every 17 days,2026-07-15 18:00:00,0.949524,最近 6 个活跃日相邻行为间隔约 17 天，CV=0.02,evening
user_000658,跨行转入,monthly,day≈5,2026-07-05 02:00:00,0.97,最近 186 天内 100% 的行为集中在每月 5 日前后,night
user_000658,大样本周期_weekly_0213,weekly,weekday=3,2026-07-02 06:00:00,0.70504,最近 56 天内 86% 的行为发生在星期 4,morning
user_000659,大样本周期_interval_0615,interval,every 11 days,2026-06-30 18:00:00,0.927628,最近 6 个活跃日相邻行为间隔约 11 天，CV=0.06,evening
user_000660,预约网点取号,monthly,day≈3,2026-07-03 06:00:00,0.868301,最近 186 天内 100% 的行为集中在每月 3 日前后,morning
user_000661,大样本周期_daily_0184,daily,every 1 day,2026-07-01 05:00:00,0.9825,最近 7 天内 7 个活跃日平均间隔 1.0 天,night
user_000661,查看基金净值,monthly,day≈20,2026-07-20 05:00:00,0.867672,最近 186 天内 75% 的行为集中在每月 20 日前后,night
user_000662,大样本周期_daily_0124,daily,every 1 day,2026-07-01 05:00:00,0.9825,最近 7 天内 6 个活跃日平均间隔 1.0 天,night
user_000662,查还款结果,monthly,day≈18,2026-07-18 02:00:00,0.896113,最近 186 天内 75% 的行为集中在每月 18 日前后,afternoon
user_000663,大样本周期_daily_0200,daily,every 1 day,2026-07-01 05:00:00,0.9825,最近 7 天内 7 个活跃日平均间隔 1.0 天,night
user_000664,大样本周期_monthly_0258,monthly,day≈1,2026-07-01 12:00:00,0.9749,最近 186 天内 100% 的行为集中在每月 1 日前后,noon
user_000666,大样本周期_daily_0768,daily,every 1 day,2026-07-01 05:00:00,0.9825,最近 7 天内 7 个活跃日平均间隔 1.0 天,night
user_000667,大样本周期_daily_0992,daily,every 1 day,2026-07-01 05:00:00,0.9825,最近 7 天内 7 个活跃日平均间隔 1.0 天,night
user_000669,大样本周期_weekly_0041,weekly,weekday=6,2026-07-05 06:00:00,1.0,最近 56 天内 100% 的行为发生在星期 7,morning
user_000670,大样本周期_weekly_0585,weekly,weekday=4,2026-07-03 06:00:00,1.0,最近 56 天内 100% 的行为发生在星期 5,morning
user_000675,大样本周期_interval_0043,interval,every 13 days,2026-07-12 18:00:00,0.965,最近 6 个活跃日相邻行为间隔约 13 天，CV=0.00,evening
user_000680,大样本周期_interval_0955,interval,every 13 days,2026-07-12 18:00:00,0.965,最近 6 个活跃日相邻行为间隔约 13 天，CV=0.00,evening
user_000681,大样本周期_weekly_0701,weekly,weekday=1,2026-07-07 06:00:00,0.70504,最近 56 天内 86% 的行为发生在星期 2,morning
user_000682,大样本周期_daily_0152,daily,every 1 day,2026-07-01 05:00:00,0.9825,最近 7 天内 7 个活跃日平均间隔 1.0 天,night
user_000683,大样本周期_weekly_0005,weekly,weekday=5,2026-07-04 06:00:00,0.70504,最近 56 天内 86% 的行为发生在星期 6,morning
user_000686,大样本周期_weekly_0273,weekly,weekday=0,2026-07-06 06:00:00,1.0,最近 56 天内 100% 的行为发生在星期 1,morning
user_000688,大样本周期_weekly_0797,weekly,weekday=6,2026-07-05 06:00:00,0.70504,最近 56 天内 86% 的行为发生在星期 7,morning
user_000689,大样本周期_monthly_0130,monthly,day≈1,2026-07-01 12:00:00,0.9749,最近 186 天内 100% 的行为集中在每月 1 日前后,noon
user_000689,查账户明细,monthly,day≈12,2026-07-12 05:00:00,0.870565,最近 186 天内 75% 的行为集中在每月 12 日前后,morning
user_000690,大样本周期_monthly_0586,monthly,day≈28,2026-07-28 12:00:00,0.97631,最近 186 天内 100% 的行为集中在每月 28 日前后,noon
user_000691,大样本周期_interval_0795,interval,every 13 days,2026-06-30 18:00:00,0.965,最近 6 个活跃日相邻行为间隔约 13 天，CV=0.00,evening
user_000691,风险评估,monthly,day≈7,2026-07-07 01:00:00,0.828947,最近 186 天内 100% 的行为集中在每月 7 日前后,night
user_000694,银行卡管理,monthly,day≈4,2026-07-04 03:00:00,0.815263,最近 186 天内 100% 的行为集中在每月 4 日前后,night
user_000695,查看基金净值,monthly,day≈29,2026-07-29 01:00:00,0.799833,最近 186 天内 75% 的行为集中在每月 29 日前后,noon
user_000700,短信验证,monthly,day≈18,2026-07-18 02:00:00,0.753228,最近 186 天内 75% 的行为集中在每月 18 日前后,night
user_000701,大样本周期_daily_0572,daily,every 1 day,2026-07-01 05:00:00,0.9825,最近 7 天内 6 个活跃日平均间隔 1.0 天,night
user_000703,结构性存款,interval,every 42 days,2026-08-10 08:00:00,0.938903,最近 4 个活跃日相邻行为间隔约 42 天，CV=0.04,evening
user_000707,大样本周期_weekly_0237,weekly,weekday=6,2026-07-05 06:00:00,0.70504,最近 56 天内 86% 的行为发生在星期 7,morning
user_000708,大样本周期_interval_0603,interval,every 13 days,2026-06-30 18:00:00,0.965,最近 6 个活跃日相邻行为间隔约 13 天，CV=0.00,evening
user_000712,大样本周期_weekly_0401,weekly,weekday=2,2026-07-01 06:00:00,1.0,最近 56 天内 100% 的行为发生在星期 3,morning
user_000714,大样本周期_interval_0515,interval,every 9 days,2026-07-07 18:00:00,0.965,最近 6 个活跃日相邻行为间隔约 9 天，CV=0.00,evening
user_000716,大样本周期_weekly_0049,weekly,weekday=0,2026-07-06 06:00:00,1.0,最近 56 天内 100% 的行为发生在星期 1,morning
user_000717,大样本周期_weekly_0997,weekly,weekday=3,2026-07-02 06:00:00,0.70504,最近 56 天内 86% 的行为发生在星期 4,morning
user_000721,大样本周期_weekly_0921,weekly,weekday=4,2026-07-03 06:00:00,1.0,最近 56 天内 100% 的行为发生在星期 5,morning
user_000721,跨行转入,monthly,day≈16,2026-07-16 01:00:00,0.76854,最近 186 天内 75% 的行为集中在每月 16 日前后,afternoon
user_000723,大样本周期_weekly_0077,weekly,weekday=0,2026-07-06 06:00:00,0.70504,最近 56 天内 86% 的行为发生在星期 1,morning
user_000724,大样本周期_monthly_0034,monthly,day≈1,2026-07-01 12:00:00,0.9749,最近 186 天内 100% 的行为集中在每月 1 日前后,noon
user_000727,大样本周期_weekly_0153,weekly,weekday=6,2026-07-05 06:00:00,1.0,最近 56 天内 100% 的行为发生在星期 7,morning
user_000732,大样本周期_interval_0511,interval,every 17 days,2026-07-16 18:00:00,0.949524,最近 6 个活跃日相邻行为间隔约 17 天，CV=0.02,evening
user_000733,大样本周期_interval_0815,interval,every 17 days,2026-07-15 18:00:00,0.949524,最近 6 个活跃日相邻行为间隔约 17 天，CV=0.02,evening
user_000734,大样本周期_interval_0359,interval,every 11 days,2026-07-09 18:00:00,0.940926,最近 6 个活跃日相邻行为间隔约 11 天，CV=0.04,evening
user_000739,大样本周期_monthly_0422,monthly,day≈15,2026-07-15 12:00:00,0.964182,最近 186 天内 100% 的行为集中在每月 15 日前后,noon
user_000739,查交易明细,daily,every 1 day,2026-07-01 07:00:00,0.765833,最近 7 天内 3 个活跃日平均间隔 1.5 天,morning
user_000740,预约网点取号,monthly,day≈18,2026-07-18 15:00:00,0.902183,最近 186 天内 75% 的行为集中在每月 18 日前后,afternoon
user_000740,大样本周期_weekly_0037,weekly,weekday=2,2026-07-01 06:00:00,0.70504,最近 56 天内 86% 的行为发生在星期 3,morning
user_000743,大样本周期_interval_0667,interval,every 13 days,2026-07-12 18:00:00,0.965,最近 6 个活跃日相邻行为间隔约 13 天，CV=0.00,evening
user_000746,大样本周期_weekly_0389,weekly,weekday=4,2026-07-03 06:00:00,0.70504,最近 56 天内 86% 的行为发生在星期 5,morning
user_000747,大样本周期_daily_0008,daily,every 1 day,2026-07-01 05:00:00,0.9825,最近 7 天内 7 个活跃日平均间隔 1.0 天,night
user_000749,大样本周期_weekly_0813,weekly,weekday=1,2026-07-07 06:00:00,0.70504,最近 56 天内 86% 的行为发生在星期 2,morning
user_000750,预约网点取号,monthly,day≈6,2026-07-06 02:00:00,0.8475,最近 186 天内 75% 的行为集中在每月 6 日前后,afternoon
user_000751,大样本周期_weekly_0849,weekly,weekday=2,2026-07-01 06:00:00,1.0,最近 56 天内 100% 的行为发生在星期 3,morning
user_000752,大样本周期_daily_0128,daily,every 1 day,2026-07-01 05:00:00,0.9825,最近 7 天内 7 个活跃日平均间隔 1.0 天,night
user_000752,结构性存款,monthly,day≈27,2026-07-27 05:00:00,0.901667,最近 186 天内 75% 的行为集中在每月 27 日前后,noon
user_000753,大样本周期_interval_0171,interval,every 13 days,2026-06-30 18:00:00,0.965,最近 6 个活跃日相邻行为间隔约 13 天，CV=0.00,evening
user_000755,大样本周期_weekly_0141,weekly,weekday=1,2026-07-07 06:00:00,0.70504,最近 56 天内 86% 的行为发生在星期 2,morning
user_000756,风险评估,monthly,day≈3,2026-07-03 05:00:00,0.890086,最近 186 天内 75% 的行为集中在每月 3 日前后,afternoon
user_000757,大样本周期_daily_0504,daily,every 1 day,2026-07-01 05:00:00,0.9825,最近 7 天内 7 个活跃日平均间隔 1.0 天,night
user_000759,大样本周期_weekly_0745,weekly,weekday=3,2026-07-02 06:00:00,1.0,最近 56 天内 100% 的行为发生在星期 4,morning
user_000760,大样本周期_daily_0032,daily,every 1 day,2026-07-01 05:00:00,0.9825,最近 7 天内 7 个活跃日平均间隔 1.0 天,night
user_000761,大样本周期_daily_0064,daily,every 1 day,2026-07-01 05:00:00,0.9825,最近 7 天内 7 个活跃日平均间隔 1.0 天,night
user_000761,查还款结果,monthly,day≈11,2026-07-11 16:00:00,0.759783,最近 186 天内 100% 的行为集中在每月 11 日前后,evening
user_000762,大样本周期_monthly_0194,monthly,day≈1,2026-07-01 12:00:00,0.9749,最近 186 天内 100% 的行为集中在每月 1 日前后,noon
user_000763,快捷支付,monthly,day≈20,2026-07-20 03:00:00,0.780743,最近 186 天内 75% 的行为集中在每月 20 日前后,night
user_000765,大样本周期_interval_0151,interval,every 11 days,2026-07-10 18:00:00,0.940926,最近 6 个活跃日相邻行为间隔约 11 天，CV=0.04,evening
user_000766,大样本周期_daily_0248,daily,every 1 day,2026-07-01 05:00:00,0.9825,最近 7 天内 7 个活跃日平均间隔 1.0 天,night
user_000768,大样本周期_weekly_0969,weekly,weekday=3,2026-07-02 06:00:00,1.0,最近 56 天内 100% 的行为发生在星期 4,morning
user_000770,大样本周期_daily_0784,daily,every 1 day,2026-07-01 05:00:00,0.9825,最近 7 天内 7 个活跃日平均间隔 1.0 天,night
user_000773,大样本周期_monthly_0274,monthly,day≈1,2026-07-01 12:00:00,0.9749,最近 186 天内 100% 的行为集中在每月 1 日前后,noon
user_000775,大样本周期_monthly_0186,monthly,day≈28,2026-07-28 12:00:00,0.97631,最近 186 天内 100% 的行为集中在每月 28 日前后,noon
user_000780,查银行卡,daily,every 1 day,2026-07-01 06:00:00,0.765833,最近 7 天内 3 个活跃日平均间隔 1.5 天,afternoon
user_000781,买黄金,interval,every 44 days,2026-07-21 06:00:00,0.91588,最近 4 个活跃日相邻行为间隔约 44 天，CV=0.08,noon
user_000782,大样本周期_interval_0579,interval,every 9 days,2026-06-30 18:00:00,0.965,最近 6 个活跃日相邻行为间隔约 9 天，CV=0.00,evening
user_000786,大样本周期_daily_0268,daily,every 1 day,2026-07-01 05:00:00,0.9825,最近 7 天内 6 个活跃日平均间隔 1.0 天,night
user_000789,大样本周期_weekly_0185,weekly,weekday=3,2026-07-02 06:00:00,1.0,最近 56 天内 100% 的行为发生在星期 4,morning
user_000790,大样本周期_interval_0583,interval,every 11 days,2026-07-10 18:00:00,0.940926,最近 6 个活跃日相邻行为间隔约 11 天，CV=0.04,evening
user_000791,大样本周期_weekly_0453,weekly,weekday=5,2026-07-04 06:00:00,0.70504,最近 56 天内 86% 的行为发生在星期 6,morning
user_000792,大样本周期_monthly_0250,monthly,day≈28,2026-07-28 12:00:00,0.97631,最近 186 天内 100% 的行为集中在每月 28 日前后,noon
user_000793,大样本周期_monthly_0854,monthly,day≈15,2026-07-15 12:00:00,0.964182,最近 186 天内 100% 的行为集中在每月 15 日前后,noon
user_000798,大样本周期_weekly_0725,weekly,weekday=4,2026-07-03 06:00:00,0.70504,最近 56 天内 86% 的行为发生在星期 5,morning
user_000799,大样本周期_interval_0391,interval,every 11 days,2026-07-10 18:00:00,0.940926,最近 6 个活跃日相邻行为间隔约 11 天，CV=0.04,evening
user_000800,大样本周期_weekly_0717,weekly,weekday=3,2026-07-02 06:00:00,0.70504,最近 56 天内 86% 的行为发生在星期 4,morning
user_000801,大样本周期_weekly_0669,weekly,weekday=4,2026-07-03 06:00:00,0.70504,最近 56 天内 86% 的行为发生在星期 5,morning
user_000802,查交易结果,monthly,day≈27,2026-07-27 16:00:00,0.7565,最近 186 天内 75% 的行为集中在每月 27 日前后,afternoon
user_000803,大样本周期_monthly_0998,monthly,day≈15,2026-07-15 12:00:00,0.964182,最近 186 天内 100% 的行为集中在每月 15 日前后,noon
user_000805,大样本周期_weekly_0241,weekly,weekday=3,2026-07-02 06:00:00,1.0,最近 56 天内 100% 的行为发生在星期 4,morning
user_000806,大样本周期_weekly_0833,weekly,weekday=0,2026-07-06 06:00:00,1.0,最近 56 天内 100% 的行为发生在星期 1,morning
user_000806,查账户明细,monthly,day≈23,2026-07-23 10:00:00,0.751747,最近 186 天内 75% 的行为集中在每月 23 日前后,evening
user_000807,大样本周期_weekly_0329,weekly,weekday=0,2026-07-06 06:00:00,1.0,最近 56 天内 100% 的行为发生在星期 1,morning
user_000809,大样本周期_daily_0896,daily,every 1 day,2026-07-01 05:00:00,0.9825,最近 7 天内 7 个活跃日平均间隔 1.0 天,night
user_000812,大样本周期_daily_0740,daily,every 1 day,2026-07-01 05:00:00,0.9825,最近 7 天内 6 个活跃日平均间隔 1.0 天,night
user_000813,大样本周期_monthly_0150,monthly,day≈15,2026-07-15 12:00:00,0.964182,最近 186 天内 100% 的行为集中在每月 15 日前后,noon
user_000814,大样本周期_daily_0940,daily,every 1 day,2026-07-01 05:00:00,0.9825,最近 7 天内 6 个活跃日平均间隔 1.0 天,night
user_000815,大样本周期_weekly_0085,weekly,weekday=1,2026-07-07 06:00:00,0.70504,最近 56 天内 86% 的行为发生在星期 2,morning
user_000818,大样本周期_monthly_0758,monthly,day≈15,2026-07-15 12:00:00,0.964182,最近 186 天内 100% 的行为集中在每月 15 日前后,noon
user_000819,大样本周期_interval_0407,interval,every 11 days,2026-07-09 18:00:00,0.940926,最近 6 个活跃日相邻行为间隔约 11 天，CV=0.04,evening
user_000820,大样本周期_daily_0852,daily,every 1 day,2026-07-01 05:00:00,0.9825,最近 7 天内 6 个活跃日平均间隔 1.0 天,night
user_000823,查交易明细,interval,every 45 days,2026-07-27 01:00:00,0.906031,最近 4 个活跃日相邻行为间隔约 45 天，CV=0.09,night
user_000824,大样本周期_daily_0280,daily,every 1 day,2026-07-01 05:00:00,0.9825,最近 7 天内 7 个活跃日平均间隔 1.0 天,night
user_000827,大样本周期_weekly_0097,weekly,weekday=6,2026-07-05 06:00:00,1.0,最近 56 天内 100% 的行为发生在星期 7,morning
user_000828,大样本周期_weekly_0261,weekly,weekday=2,2026-07-01 06:00:00,0.70504,最近 56 天内 86% 的行为发生在星期 3,morning
user_000829,大样本周期_monthly_0466,monthly,day≈1,2026-07-01 12:00:00,0.9749,最近 186 天内 100% 的行为集中在每月 1 日前后,noon
user_000832,大样本周期_weekly_0821,weekly,weekday=2,2026-07-01 06:00:00,0.70504,最近 56 天内 86% 的行为发生在星期 3,morning
user_000835,大样本周期_daily_0868,daily,every 1 day,2026-07-01 05:00:00,0.9825,最近 7 天内 6 个活跃日平均间隔 1.0 天,night
user_000836,大样本周期_daily_0568,daily,every 1 day,2026-07-01 05:00:00,0.9825,最近 7 天内 7 个活跃日平均间隔 1.0 天,night
user_000843,大样本周期_monthly_0914,monthly,day≈1,2026-07-01 12:00:00,0.9749,最近 186 天内 100% 的行为集中在每月 1 日前后,noon
user_000844,大样本周期_weekly_0609,weekly,weekday=0,2026-07-06 06:00:00,1.0,最近 56 天内 100% 的行为发生在星期 1,morning
user_000845,大样本周期_weekly_0645,weekly,weekday=1,2026-07-07 06:00:00,0.70504,最近 56 天内 86% 的行为发生在星期 2,morning
user_000846,大样本周期_weekly_0861,weekly,weekday=0,2026-07-06 06:00:00,0.70504,最近 56 天内 86% 的行为发生在星期 1,morning
user_000847,大样本周期_weekly_0973,weekly,weekday=0,2026-07-06 06:00:00,0.70504,最近 56 天内 86% 的行为发生在星期 1,morning
user_000851,大样本周期_monthly_0266,monthly,day≈28,2026-07-28 12:00:00,0.97631,最近 186 天内 100% 的行为集中在每月 28 日前后,noon
user_000852,查看黄金行情,monthly,day≈4,2026-07-04 10:00:00,0.901483,最近 186 天内 75% 的行为集中在每月 4 日前后,morning
user_000853,大样本周期_monthly_0322,monthly,day≈1,2026-07-01 12:00:00,0.9749,最近 186 天内 100% 的行为集中在每月 1 日前后,noon
user_000854,大样本周期_daily_0704,daily,every 1 day,2026-07-01 05:00:00,0.9825,最近 7 天内 7 个活跃日平均间隔 1.0 天,night
user_000855,大样本周期_daily_0836,daily,every 1 day,2026-07-01 05:00:00,0.9825,最近 7 天内 6 个活跃日平均间隔 1.0 天,night
user_000856,大样本周期_daily_0876,daily,every 1 day,2026-07-01 05:00:00,0.9825,最近 7 天内 6 个活跃日平均间隔 1.0 天,night
user_000858,大样本周期_interval_0879,interval,every 17 days,2026-06-30 18:00:00,0.940818,最近 6 个活跃日相邻行为间隔约 17 天，CV=0.04,evening
user_000860,大样本周期_daily_0732,daily,every 1 day,2026-07-01 05:00:00,0.9825,最近 7 天内 6 个活跃日平均间隔 1.0 天,night
user_000861,大样本周期_monthly_0826,monthly,day≈28,2026-07-28 12:00:00,0.97631,最近 186 天内 100% 的行为集中在每月 28 日前后,noon
user_000862,大样本周期_weekly_0953,weekly,weekday=1,2026-07-07 06:00:00,1.0,最近 56 天内 100% 的行为发生在星期 2,morning
user_000863,结构性存款,monthly,day≈19,2026-07-19 09:00:00,0.733929,最近 186 天内 75% 的行为集中在每月 19 日前后,evening
user_000864,大样本周期_interval_0931,interval,every 9 days,2026-07-08 18:00:00,0.965,最近 6 个活跃日相邻行为间隔约 9 天，CV=0.00,evening
user_000864,银行卡管理,monthly,day≈5,2026-07-05 02:00:00,0.856494,最近 186 天内 100% 的行为集中在每月 5 日前后,evening
user_000864,预约网点取号,monthly,day≈21,2026-07-21 03:00:00,0.846053,最近 186 天内 100% 的行为集中在每月 21 日前后,afternoon
user_000866,大样本周期_weekly_0837,weekly,weekday=4,2026-07-03 06:00:00,0.70504,最近 56 天内 86% 的行为发生在星期 5,morning
user_000867,大样本周期_monthly_0770,monthly,day≈1,2026-07-01 12:00:00,0.9749,最近 186 天内 100% 的行为集中在每月 1 日前后,noon
user_000867,风险评估,interval,every 46 days,2026-07-18 04:00:00,0.938547,最近 4 个活跃日相邻行为间隔约 46 天，CV=0.04,evening
user_000868,大样本周期_weekly_0429,weekly,weekday=2,2026-07-01 06:00:00,0.70504,最近 56 天内 86% 的行为发生在星期 3,morning
user_000869,买黄金,monthly,day≈22,2026-07-22 01:00:00,0.965789,最近 186 天内 100% 的行为集中在每月 22 日前后,morning
user_000870,大样本周期_weekly_0065,weekly,weekday=2,2026-07-01 06:00:00,1.0,最近 56 天内 100% 的行为发生在星期 3,morning
user_000871,大样本周期_weekly_0949,weekly,weekday=4,2026-07-03 06:00:00,0.70504,最近 56 天内 86% 的行为发生在星期 5,morning
user_000872,大样本周期_weekly_0245,weekly,weekday=0,2026-07-06 06:00:00,0.70504,最近 56 天内 86% 的行为发生在星期 1,morning
user_000873,大样本周期_interval_0047,interval,every 17 days,2026-07-15 18:00:00,0.949524,最近 6 个活跃日相邻行为间隔约 17 天，CV=0.02,evening
user_000874,大样本周期_monthly_0502,monthly,day≈15,2026-07-15 12:00:00,0.964182,最近 186 天内 100% 的行为集中在每月 15 日前后,noon
user_000876,大样本周期_interval_0823,interval,every 11 days,2026-07-10 18:00:00,0.940926,最近 6 个活跃日相邻行为间隔约 11 天，CV=0.04,evening
user_000878,大样本周期_weekly_0917,weekly,weekday=0,2026-07-06 06:00:00,0.70504,最近 56 天内 86% 的行为发生在星期 1,morning
user_000879,大样本周期_weekly_0537,weekly,weekday=5,2026-07-04 06:00:00,1.0,最近 56 天内 100% 的行为发生在星期 6,morning
user_000882,大样本周期_monthly_0738,monthly,day≈1,2026-07-01 12:00:00,0.9749,最近 186 天内 100% 的行为集中在每月 1 日前后,noon
user_000884,大样本周期_daily_0436,daily,every 1 day,2026-07-01 05:00:00,0.9825,最近 7 天内 6 个活跃日平均间隔 1.0 天,night
user_000885,大样本周期_daily_0728,daily,every 1 day,2026-07-01 05:00:00,0.9825,最近 7 天内 7 个活跃日平均间隔 1.0 天,night
user_000887,大样本周期_monthly_0146,monthly,day≈1,2026-07-01 12:00:00,0.9749,最近 186 天内 100% 的行为集中在每月 1 日前后,noon
user_000890,大样本周期_weekly_0601,weekly,weekday=6,2026-07-05 06:00:00,1.0,最近 56 天内 100% 的行为发生在星期 7,morning
user_000892,大样本周期_interval_0343,interval,every 11 days,2026-07-10 18:00:00,0.940926,最近 6 个活跃日相邻行为间隔约 11 天，CV=0.04,evening
user_000898,大样本周期_interval_0423,interval,every 11 days,2026-06-30 18:00:00,0.927628,最近 6 个活跃日相邻行为间隔约 11 天，CV=0.06,evening
user_000898,收款码,monthly,day≈29,2026-07-29 04:00:00,0.882215,最近 186 天内 100% 的行为集中在每月 29 日前后,night
user_000900,大样本周期_daily_0120,daily,every 1 day,2026-07-01 05:00:00,0.9825,最近 7 天内 7 个活跃日平均间隔 1.0 天,night
user_000901,大样本周期_monthly_0390,monthly,day≈15,2026-07-15 12:00:00,0.964182,最近 186 天内 100% 的行为集中在每月 15 日前后,noon
user_000905,大样本周期_interval_0059,interval,every 13 days,2026-07-11 18:00:00,0.965,最近 6 个活跃日相邻行为间隔约 13 天，CV=0.00,evening
user_000905,查看基金净值,monthly,day≈22,2026-07-22 00:00:00,0.840728,最近 186 天内 100% 的行为集中在每月 22 日前后,night
user_000906,大样本周期_monthly_0406,monthly,day≈15,2026-07-15 12:00:00,0.964182,最近 186 天内 100% 的行为集中在每月 15 日前后,noon
user_000910,大样本周期_monthly_0086,monthly,day≈15,2026-07-15 12:00:00,0.964182,最近 186 天内 100% 的行为集中在每月 15 日前后,noon
user_000911,大样本周期_daily_0624,daily,every 1 day,2026-07-01 05:00:00,0.9825,最近 7 天内 7 个活跃日平均间隔 1.0 天,night
user_000911,查还款结果,monthly,day≈16,2026-07-16 02:00:00,0.902183,最近 186 天内 75% 的行为集中在每月 16 日前后,evening
user_000911,查看黄金行情,monthly,day≈17,2026-07-17 02:00:00,0.879449,最近 186 天内 75% 的行为集中在每月 17 日前后,night
user_000914,大样本周期_weekly_0053,weekly,weekday=4,2026-07-03 06:00:00,0.70504,最近 56 天内 86% 的行为发生在星期 5,morning
user_000919,大样本周期_weekly_0697,weekly,weekday=4,2026-07-03 06:00:00,1.0,最近 56 天内 100% 的行为发生在星期 5,morning
user_000921,大样本周期_daily_0216,daily,every 1 day,2026-07-01 05:00:00,0.9825,最近 7 天内 7 个活跃日平均间隔 1.0 天,night
user_000922,大样本周期_weekly_0761,weekly,weekday=5,2026-07-04 06:00:00,1.0,最近 56 天内 100% 的行为发生在星期 6,morning
user_000923,大样本周期_weekly_0641,weekly,weekday=4,2026-07-03 06:00:00,1.0,最近 56 天内 100% 的行为发生在星期 5,morning
user_000924,大样本周期_monthly_0694,monthly,day≈15,2026-07-15 12:00:00,0.964182,最近 186 天内 100% 的行为集中在每月 15 日前后,noon
user_000925,查看理财产品,monthly,day≈9,2026-07-09 00:00:00,0.957374,最近 186 天内 100% 的行为集中在每月 9 日前后,night
user_000925,跨行转入,monthly,day≈6,2026-07-06 06:00:00,0.709812,最近 186 天内 75% 的行为集中在每月 6 日前后,morning
user_000926,大样本周期_weekly_0165,weekly,weekday=4,2026-07-03 06:00:00,0.70504,最近 56 天内 86% 的行为发生在星期 5,morning
user_000926,查交易明细,monthly,day≈22,2026-07-22 05:00:00,0.700543,最近 186 天内 75% 的行为集中在每月 22 日前后,night
user_000927,大样本周期_monthly_0970,monthly,day≈28,2026-07-28 12:00:00,0.97631,最近 186 天内 100% 的行为集中在每月 28 日前后,noon
